数据ID,价格
test_305,72.65627611236222
test_306,71.69495737979055
test_307,65.7665326141817
test_308,69.84368148524776
test_309,69.23005778133175
test_310,70.74787905623245
test_311,61.31484283692086
test_312,72.5122893300053
test_313,62.27696407968017
test_314,68.08766626248958
test_315,72.96380226142986
test_316,91.06983679494977
test_317,62.369385214926794
test_318,64.02089638140626
test_319,58.891627883256156
test_320,69.37671192897886
test_321,69.0380604113359
test_322,57.06611757096867
test_323,78.65148506818663
test_324,52.35734332624651
test_325,68.63719558216239
test_326,69.09032148154563
test_327,60.53985994271794
test_328,63.762937542829185
test_329,87.37471648869489
test_330,63.81354174520763
test_331,62.23599199434821
test_332,70.7881545399102
test_333,68.25004260992029
test_334,66.38242582637105
test_335,61.868651374693314
test_336,67.09034962502443
test_337,61.1739139416231
test_338,56.59379197853996
test_339,72.46757366121487
test_340,97.27043171920658
test_341,74.19161363966144
test_342,76.0168913928414
test_343,62.86986101537928
test_344,79.1303146096633
test_345,63.69466278558522
test_346,78.16645908011535
test_347,60.09629467699929
test_348,57.323712372626744
test_349,66.8394865527188
test_350,52.726855178512835
test_351,60.41938537317376
test_352,70.16340816623999
test_353,64.55155904572919
test_354,62.960340678000904
test_355,78.14659416923446
test_356,63.905842315677134
test_357,54.92891699387178
test_358,73.76112798362233
test_359,64.28182031456866
test_360,63.740005663099
test_361,65.67433445016523
test_362,79.56276575198397
test_363,65.75893135817206
test_364,67.62489490466585
test_365,74.68069149098575
test_366,66.77693488177961
test_367,63.17354936608364
test_368,74.10005849486912
test_369,65.3784794466567
test_370,75.99077193627494
test_371,71.15021151131052
test_372,58.14317154046698
test_373,62.07372573540647
test_374,65.59950247560766
test_375,61.708189302739534
test_376,66.73069821872983
test_377,74.01515726026501
test_378,65.87950340274014
test_379,74.834256262561
test_380,58.56466347176616
test_381,61.269235707145555
test_382,58.92087723399928
test_383,71.01470314408358
test_384,67.19103432673138
test_385,71.45929868568525
test_386,72.21754918187808
test_387,72.86963854092714
test_388,67.59043095204586
test_389,60.70812578528829
test_390,59.054067149563416
test_391,82.27532055044715
test_392,63.59734397100651
test_393,62.80164430047186
test_394,65.30060139164559
test_395,62.765342608376045
test_396,73.71415104976725
test_397,60.37009927804716
test_398,76.33675413507457
test_399,60.95650342173542
test_400,71.88423217901565
test_401,77.54299870617275
test_402,67.21696600482136
test_403,79.73614319991246
test_404,60.94212800810309
test_405,74.612626739065
test_406,68.33617534936911
test_407,87.16480156237112
test_408,68.89862048730433
test_409,76.70510607253411
test_410,75.44336865031153
test_411,60.79470864436987
test_412,64.99802774519569
test_413,65.35758484153465
test_414,76.18810759236908
test_415,84.94180820573781
test_416,66.37446287075299
test_417,77.03291277507701
test_418,62.309859733584105
test_419,63.52321270966053
test_420,55.17220596320343
test_421,71.4129122019223
test_422,83.21729301595414
test_423,69.66385847107469
test_424,85.08503305981361
test_425,60.01443868559217
test_426,63.94663792183009
test_427,80.55408349796228
test_428,70.56798557689943
test_429,66.34458087693226
test_430,58.38279562879741
test_431,61.93024581853282
test_432,57.45099108001633
test_433,72.04493662237131
test_434,65.55664208511664
test_435,78.42190163783835
test_436,76.65370223136506
test_437,73.02770893229071
test_438,60.332563343543576
test_439,72.46512051866023
test_440,55.47913650149348
test_441,68.26663791727125
test_442,66.40405030002321
test_443,61.935026830838495
test_444,71.66782576493773
test_445,82.56137128443326
test_446,68.46990239696332
test_447,68.9238378302656
test_448,72.37375619745201
test_449,76.48147880366271
test_450,65.15156713922937
test_451,80.70062954069458
test_452,57.947497396215184
test_453,61.789166199175426
test_454,90.36459194499741
test_455,85.27643226274247
test_456,63.9702292947952
test_457,64.53793806388032
test_458,66.49024619325102
test_459,70.39416871467
test_460,81.54326124732238
test_461,85.28740066672911
test_462,66.17742920643981
test_463,88.159273280773
test_464,67.88852001012876
test_465,72.52189437140653
test_466,71.48370800498039
test_467,65.30145512156194
test_468,67.34417849247984
test_469,78.0128601842154
test_470,63.54718057340131
test_471,67.20251728730146
test_472,57.73517497071467
test_473,75.95138641505984
test_474,76.90745823076713
test_475,62.10981975675247
test_476,66.13808397738069
test_477,67.88470707298728
test_478,66.3569095964066
test_479,71.01530972326297
test_480,76.66820637686405
test_481,72.43664672185008
test_482,58.61612096315906
test_483,79.99231071390264
test_484,61.52119334302495
test_485,89.08122564712092
test_486,68.34396113284326
test_487,62.27359509543747
test_488,66.12294657590559
test_489,77.23746312112073
test_490,76.13654542864202
test_491,67.43975046898127
test_492,85.68115820718377
test_493,69.7557312976849
test_494,64.56025329720357
test_495,69.56930044768721
test_496,75.9661849194778
test_497,91.94645085617888
test_498,62.10801845559378
test_499,68.80769392180942
test_500,67.37118240029456
test_501,66.38997279234502
test_502,71.37820505173674
test_503,72.39712873292534
test_504,73.11025392709455
test_505,76.01424208480248
test_506,68.49338091160412
test_507,74.4141484548982
test_508,74.27558589818207
test_509,66.28526140359499
test_510,56.1793474886076
test_511,69.97751569525722
test_512,69.35617874034912
test_513,71.46502148330475
test_514,64.21045815916602
test_515,62.33286193226943
test_516,60.48075971647001
test_517,69.04244697695475
test_518,73.95492674783685
test_519,100.98488564623933
test_520,71.9436982942629
test_521,62.87932942542248
test_522,66.49247223259056
test_523,80.07034750965953
test_524,59.32543320916879
test_525,52.42328823194132
test_526,66.96414740776028
test_527,75.85814916102544
test_528,82.54264519122512
test_529,63.284089181726806
test_530,86.88188205371475
test_531,65.47200757691971
test_532,55.70014733978307
test_533,66.02827069133512
test_534,59.20453386595088
test_535,66.58656488421434
test_536,71.39184532598502
test_537,66.86030959562315
test_538,79.19215233281011
test_539,64.36566723463785
test_540,64.02641931432547
test_541,54.13472980636669
test_542,67.92962751236149
test_543,88.87672808722975
test_544,55.241203340957796
test_545,73.48601969362635
test_546,68.00709756124206
test_547,94.73984346656171
test_548,80.82859567251083
test_549,82.9037866734641
test_550,71.67155688412528
test_551,65.98116200507265
test_552,77.12795796720367
test_553,55.814294431511
test_554,62.0582675011243
test_555,72.03645645311742
test_556,78.81426102920081
test_557,68.19028661693434
test_558,70.08140520719785
test_559,88.21960225704639
test_560,62.31024070544555
test_561,61.31066043561256
test_562,62.692185858150154
test_563,58.60251838494302
test_564,58.305260844289684
test_565,74.62859136819355
test_566,73.32687453692114
test_567,77.4855192320555
test_568,56.68532671278866
test_569,84.58580639444688
test_570,58.29310120450354
test_571,74.58708170979861
test_572,63.78471772745797
test_573,66.18408121610123
test_574,67.30387697519502
test_575,57.162486796883286
test_576,62.68801411640371
test_577,68.03753342817838
test_578,80.0217359783308
test_579,63.81015246276531
test_580,89.84367946281442
test_581,84.10587298088092
test_582,64.21820367362614
test_583,71.72394545737616
test_584,81.57055046868764
test_585,76.61625275958363
test_586,69.05218504673259
test_587,86.27239827075961
test_588,71.14047345136186
test_589,58.03054374197993
test_590,97.03901766180518
test_591,63.24987299888874
test_592,69.88169069157887
test_593,58.663174761985154
test_594,80.08758555208473
test_595,57.414965821247684
test_596,68.2300143117457
test_597,72.67344033218387
test_598,70.77878843521826
test_599,57.126483395696056
test_600,67.01201423235256
test_601,64.06821584099319
test_602,72.23998543813957
test_603,70.30208911690441
test_604,74.16673438001952
test_605,80.02143379801717
test_606,65.74867841888783
test_607,57.70798375911275
test_608,57.636383556610305
test_609,66.1411970613893
test_610,69.52161106178387
test_611,64.3841560287215
test_612,66.08764248803567
test_613,63.20856505209396
test_614,65.48399818385614
test_615,54.858157871042806
test_616,73.31255827335882
test_617,65.14102409670319
test_618,83.46018544922724
test_619,67.42426392510305
test_620,67.49035286755912
test_621,69.82625287423905
test_622,66.50511920021732
test_623,82.57857475899348
test_624,73.6399122009334
test_625,87.29358425118731
test_626,58.39654723368331
test_627,63.55236443684128
test_628,75.09877828387565
test_629,70.90644598764747
test_630,60.605130230783786
test_631,68.5150105405753
test_632,59.24437137791044
test_633,71.31024843510285
test_634,68.1609401764509
test_635,63.7184029800055
test_636,78.71380516992518
test_637,62.35940453464133
test_638,60.83772849215253
test_639,63.746206118023
test_640,77.45647200427939
test_641,87.61548510694494
test_642,80.94434576499448
test_643,56.54479542185606
test_644,62.30192031800903
test_645,67.88507681321154
test_646,64.00439157775955
test_647,74.84381484127054
test_648,84.6972555232754
test_649,80.79415197823585
test_650,86.99795372077047
test_651,66.27026046168837
test_652,60.111710136989224
test_653,59.2382469021415
test_654,60.04643894829802
test_655,73.8337094542622
test_656,59.628068433624904
test_657,67.64894365193936
test_658,73.39246876158127
test_659,52.855239491557775
test_660,67.2399339554649
test_661,54.11102473718019
test_662,65.87162700525894
test_663,59.10861953122547
test_664,61.737464205940384
test_665,77.83795460941687
test_666,60.326209555220416
test_667,64.94266975681165
test_668,57.15227588790682
test_669,80.4641638820606
test_670,72.29888818294316
test_671,71.12832416962426
test_672,62.46986534996079
test_673,90.0679206833123
test_674,79.61169410565367
test_675,59.92233820038189
test_676,70.86818938328322
test_677,70.53099531405188
test_678,72.12620419893938
test_679,74.00303252271367
test_680,73.990646611622
test_681,68.4844263300785
test_682,55.07519180634215
test_683,63.659361465195516
test_684,63.2274986777137
test_685,75.79451411399731
test_686,72.07272041952557
test_687,73.30850427695837
test_688,68.14384755086319
test_689,73.22072962787134
test_690,66.24127896731707
test_691,71.68450520910633
test_692,59.20079610037528
test_693,71.15418488691591
test_694,75.89744507564333
test_695,102.22101032700486
test_696,64.22843002725236
test_697,75.2285355739634
test_698,64.91225358301179
test_699,55.49334980111497
test_700,68.37219595384828
test_701,90.76013386763789
test_702,72.94187863823859
test_703,66.62224673425753
test_704,72.82236558221508
test_705,68.5506573802396
test_706,74.35350521618784
test_707,61.56813743807828
test_708,67.57093578184366
test_709,79.94420503115533
test_710,62.692706881248036
test_711,68.47218888174227
test_712,73.36651024499623
test_713,76.87294410468299
test_714,66.09266405775863
test_715,67.71285954671508
test_716,70.52643005929636
test_717,54.293721607536966
test_718,73.35909104406592
test_719,71.75303137917231
test_720,63.46161090766271
test_721,73.74898221678548
test_722,60.62722053008009
test_723,68.32320539005035
test_724,62.576036010661774
test_725,69.99323532351691
test_726,56.54067821304551
test_727,62.17874624182808
test_728,61.92628496241139
test_729,88.64018539895896
test_730,64.15569110471652
test_731,76.67485411213447
test_732,57.4072908445859
test_733,63.270299676906674
test_734,63.37916775357859
test_735,79.59855146000966
test_736,72.15949120248007
test_737,63.61693512580741
test_738,60.76642780610854
test_739,66.05425488096992
test_740,58.393767214811
test_741,77.73142231480713
test_742,80.05947652015684
test_743,83.52701924800031
test_744,72.54385162696084
test_745,58.10077528627556
test_746,62.064741957449456
test_747,75.03534128690174
test_748,89.0650185821395
test_749,67.50310546986178
test_750,74.80860523699172
test_751,61.12596264830741
test_752,58.1451442101636
test_753,69.47692030036579
test_754,70.33089098556813
test_755,60.20644576788113
test_756,66.1786986809129
test_757,54.66453391413279
test_758,58.22353098626986
test_759,62.3453000179681
test_760,64.81227209022454
test_761,67.49580048826186
test_762,65.22375002083565
test_763,74.66457187925695
test_764,69.92084256221426
test_765,52.66358317556549
test_766,56.12350065437677
test_767,68.2879989671652
test_768,70.82366052447723
test_769,54.1579449259054
test_770,73.21838390046638
test_771,66.68194881869395
test_772,85.00471886193147
test_773,71.37236907482269
test_774,60.428795548264766
test_775,60.753291427901445
test_776,81.45062688073114
test_777,62.987510004198676
test_778,63.26498419543318
test_779,67.39144474285095
test_780,65.94140384206445
test_781,85.28736936706817
test_782,64.89873438404996
test_783,59.80755187068957
test_784,66.44060801284854
test_785,59.70307262146009
test_786,83.56841951034615
test_787,61.384346314626974
test_788,72.82098012935417
test_789,61.06174860778165
test_790,75.76859323369499
test_791,67.97810790548522
test_792,72.15278619460658
test_793,64.66023374209534
test_794,78.73167581593407
test_795,45.43387329848528
test_796,54.59073750101457
test_797,63.905189510348976
test_798,67.5276383171624
test_799,63.12475538900002
test_800,57.255488405074736
test_801,75.4573098295631
test_802,65.19129284421703
test_803,73.99071533927328
test_804,73.96574568949661
test_805,70.82035095970383
test_806,77.74371087723675
test_807,65.97439416892473
test_808,66.75661829632152
test_809,64.69836813609285
test_810,60.82606423692146
test_811,70.78462294460532
test_812,86.15022174590835
test_813,67.51178937795824
test_814,67.01154039280506
test_815,85.92923329847515
test_816,60.91637315742513
test_817,65.21898992890887
test_818,75.59764060800613
test_819,85.0266552981242
test_820,76.81278902302151
test_821,81.42486754558819
test_822,74.68461714403469
test_823,62.97614239200242
test_824,92.414299596888
test_825,78.56137753303493
test_826,64.32362701957162
test_827,57.934243003753686
test_828,71.49899193516465
test_829,72.50286702810367
test_830,67.49834646341372
test_831,68.00812258787828
test_832,57.11191047422038
test_833,85.09120382954457
test_834,69.55407495070365
test_835,65.96229832812146
test_836,63.643617177585746
test_837,74.86251896981489
test_838,82.589104477112
test_839,69.89845792328394
test_840,72.15810473425765
test_841,71.28276897173784
test_842,70.12243876197074
test_843,64.82659816465844
test_844,75.8338464879004
test_845,74.21547728458903
test_846,83.59399726754307
test_847,58.93459417710007
test_848,67.88080591173885
test_849,76.48679611299941
test_850,64.86403508588442
test_851,75.15354715339662
test_852,60.92966530705505
test_853,73.76674706489061
test_854,59.749327889830916
test_855,61.11736146714543
test_856,77.63781177069171
test_857,66.34034513509391
test_858,70.4411447069178
test_859,67.28190239399537
test_860,69.36027837310917
test_861,60.67870187783157
test_862,73.97595813131663
test_863,62.58003895226027
test_864,58.89051077572772
test_865,71.5421727356009
test_866,69.47574517187364
test_867,67.98696299735
test_868,68.63764940115777
test_869,64.93779091582991
test_870,74.23257838339421
test_871,77.96584032600929
test_872,65.83244158439572
test_873,73.48505893792631
test_874,70.60380000340909
test_875,58.95262144994077
test_876,66.85658288015215
test_877,74.82113277230684
test_878,61.31836456915546
test_879,69.45568940948951
test_880,65.63400487541293
test_881,59.93775624204346
test_882,69.31405586273964
test_883,69.56348015793226
test_884,68.82944768302514
test_885,76.04427090191558
test_886,66.02280726519714
test_887,80.1189799976966
test_888,63.36915990972034
test_889,74.60640963540338
test_890,72.79735325708957
test_891,76.15350295664864
test_892,72.26800608557603
test_893,73.09068709889627
test_894,74.19195718551052
test_895,62.70568238099885
test_896,64.7048129066777
test_897,74.41285370221861
test_898,65.15681728887267
test_899,72.95465929687255
test_900,76.2263407621705
test_901,58.043829401222794
test_902,77.5035680560124
test_903,71.32638439364281
test_904,78.93485927438384
test_905,79.31559475571659
test_906,71.68883981417562
test_907,73.39238106330494
test_908,72.59927214693488
test_909,63.22583102449757
test_910,83.31253376730318
test_911,76.85439701610268
test_912,84.23079859874063
test_913,75.08133045153862
test_914,60.23293663885716
test_915,61.53027710373473
test_916,59.12366487936393
test_917,62.906419105677514
test_918,83.21810420017529
test_919,69.55397043688886
test_920,71.48509606290844
test_921,70.18178045557197
test_922,70.05189197551367
test_923,73.15259324054863
test_924,67.92776859386798
test_925,77.95718525403726
test_926,87.05118557354848
test_927,56.17198058457471
test_928,61.6251470667158
test_929,76.59290617158003
test_930,68.15275924081854
test_931,70.05113994730247
test_932,66.22130413792391
test_933,65.03043978578478
test_934,80.11253102495596
test_935,56.26273395921281
test_936,69.58114522752868
test_937,67.77802849949508
test_938,70.8503912207855
test_939,62.97229432240378
test_940,62.77147703974112
test_941,81.48499344042756
test_942,62.21836144325882
test_943,69.73940722681108
test_944,60.55984006710448
test_945,59.30277024466595
test_946,77.92548619554962
test_947,65.1043133043989
test_948,71.96120440717843
test_949,57.578261005895925
test_950,63.90805408075651
test_951,61.106618387617296
test_952,87.4924582332136
test_953,77.87297787923573
test_954,69.27428806805845
test_955,65.57320635299237
test_956,72.64737509519789
test_957,59.02486052127142
test_958,56.00652639880205
test_959,58.3385198527499
test_960,68.97526465461469
test_961,81.42453955980739
test_962,62.64989303909333
test_963,74.95833986130414
test_964,65.86865712466731
test_965,87.11176437865241
test_966,67.30032501951187
test_967,69.09769737380292
test_968,71.49329364514016
test_969,64.49259626814714
test_970,74.39062001372392
test_971,68.6183853683287
test_972,60.363901165168684
test_973,64.28529092362504
test_974,89.81615927615869
test_975,64.86176033745284
test_976,76.38649727103882
test_977,77.54655099567302
test_978,74.49312666281317
test_979,64.54452783038194
test_980,78.21970507599465
test_981,70.23647142819088
test_982,59.85084397513819
test_983,61.69538787077472
test_984,63.997944433823164
test_985,80.46409452750072
test_986,51.570149012561636
test_987,76.48924420481097
test_988,83.37771108520344
test_989,73.51026318420261
test_990,72.44726591072508
test_991,65.51371881149679
test_992,83.28668610795278
test_993,67.62336831134222
test_994,67.79536958263108
test_995,73.76307093547281
test_996,59.1981472229775
test_997,71.97213117151621
test_998,81.62633910346682
test_999,50.94358195396964
test_1000,65.61691273743364
test_1001,64.00992828390216
test_1002,72.28591687185677
test_1003,71.24461646260981
test_1004,84.25252291176328
test_1005,69.20226163153188
test_1006,78.9880677089966
test_1007,73.26135444222973
test_1008,99.97030020313417
test_1009,76.03944259251213
test_1010,66.74058127021402
test_1011,69.02333912121253
test_1012,64.64956139312861
test_1013,65.51474059689004
test_1014,56.088461956217294
test_1015,77.89817390831166
test_1016,74.9414968668947
test_1017,94.85068053460536
test_1018,59.2446535452595
test_1019,64.98608226503949
test_1020,75.27107502226369
test_1021,100.22495015761963
test_1022,70.31251897556596
test_1023,60.958786821083436
test_1024,69.79410236869526
test_1025,74.41249861268567
test_1026,56.256988314631776
test_1027,80.22782430816494
test_1028,79.39952852428132
test_1029,75.8972470238257
test_1030,64.58905166361579
test_1031,58.15702981201279
test_1032,64.84014813395882
test_1033,70.50376170700332
test_1034,74.16715870947459
test_1035,66.72004997745988
test_1036,65.64016485010218
test_1037,69.57230580937517
test_1038,72.88654196387175
test_1039,66.96816849520161
test_1040,72.0076643368442
test_1041,59.789892726165135
test_1042,68.72774475629512
test_1043,57.65839425074009
test_1044,96.3693590275047
test_1045,78.48267792450889
test_1046,60.74554424164744
test_1047,66.70725548854314
test_1048,66.12192126053125
test_1049,65.82566092507746
test_1050,77.68822115190162
test_1051,74.73718581530922
test_1052,74.27488458650804
test_1053,63.44899988929855
test_1054,74.24006466557758
test_1055,61.6692357656016
test_1056,73.28586419815785
test_1057,72.5070977937401
test_1058,70.73209010396509
test_1059,86.1393437436902
test_1060,94.99794956124936
test_1061,83.44980185984016
test_1062,63.48178677923872
test_1063,55.61726296688514
test_1064,70.29807873914154
test_1065,79.18759651792622
test_1066,73.76225518227679
test_1067,66.39810931628504
test_1068,92.00358116521782
test_1069,81.06625383620853
test_1070,61.224937400406034
test_1071,70.72447277481879
test_1072,64.95456843076231
test_1073,68.22757291609749
test_1074,79.42707518264463
test_1075,72.28474755474383
test_1076,60.269049007872724
test_1077,76.15666090480084
test_1078,76.91679497145763
test_1079,59.11235962660081
test_1080,67.40520430035751
test_1081,86.89513453510449
test_1082,71.89405154096083
test_1083,71.46790977164636
test_1084,74.58581167068219
test_1085,64.70239816794785
test_1086,61.50519196710607
test_1087,68.84662812716255
test_1088,79.57128642226755
test_1089,58.837105396499425
test_1090,76.03719895527901
test_1091,63.50307574672573
test_1092,52.71509024304002
test_1093,53.15101681469566
test_1094,61.04642133218731
test_1095,71.16990502527001
test_1096,79.21744496550505
test_1097,63.992334168572185
test_1098,66.19275232537109
test_1099,74.85635692100651
test_1100,64.82483818637148
test_1101,59.82723548836121
test_1102,79.83055589436809
test_1103,65.97543914449642
test_1104,78.45452062598164
test_1105,69.79969312205202
test_1106,88.16183668916024
test_1107,65.04198074814865
test_1108,75.33089768617113
test_1109,77.02289203697875
test_1110,65.70175596596799
test_1111,69.31568836151862
test_1112,66.18256251984471
test_1113,65.50947501702899
test_1114,64.02306862393482
test_1115,64.6126431483145
test_1116,78.67369876911623
test_1117,54.883652094084084
test_1118,74.26283798603534
test_1119,64.19872664101868
test_1120,63.412017498897214
test_1121,58.94807549824825
test_1122,73.96375749152313
test_1123,71.54263359036487
test_1124,69.640277626541
test_1125,62.021362683264826
test_1126,74.03891744805536
test_1127,67.43351161118837
test_1128,64.70226327553522
test_1129,79.91371353909337
test_1130,66.9702137950973
test_1131,59.83178265958137
test_1132,54.73335138004676
test_1133,67.3427021764503
test_1134,54.87877308661986
test_1135,53.96171792449876
test_1136,73.91940729916328
test_1137,67.36647142487233
test_1138,74.42538373697991
test_1139,70.58492854789688
test_1140,64.15115853887716
test_1141,81.6981200217884
test_1142,70.48429899720435
test_1143,57.735901297048144
test_1144,76.10130988355886
test_1145,52.593679527636546
test_1146,85.74134590114308
test_1147,64.79393432087042
test_1148,64.95637250350065
test_1149,68.51503915961683
test_1150,64.75892128685605
test_1151,80.46262804330837
test_1152,82.87721721007661
test_1153,74.46580366837233
